/workspace/modded-nanogpt/exp/b_mom98.py:27: SyntaxWarning: invalid escape sequence '\s'
step:260/5100 train_loss:4.8668 train_time:35629ms step_avg:142.52ms
step:261/5100 train_loss:5.0655 train_time:35771ms step_avg:142.51ms
step:262/5100 train_loss:5.0345 train_time:35911ms step_avg:142.50ms
step:263/5100 train_loss:4.9744 train_time:36055ms step_avg:142.51ms
step:264/5100 train_loss:4.9308 train_time:36203ms step_avg:142.53ms
step:265/5100 train_loss:5.1446 train_time:36346ms step_avg:142.53ms
step:266/5100 train_loss:4.9194 train_time:36493ms step_avg:142.55ms
step:267/5100 train_loss:4.9699 train_time:36629ms step_avg:142.53ms
step:268/5100 train_loss:4.9432 train_time:36774ms step_avg:142.53ms
step:269/5100 train_loss:5.0822 train_time:36915ms step_avg:142.53ms
step:270/5100 train_loss:5.1146 train_time:37057ms step_avg:142.53ms
step:271/5100 train_loss:5.0733 train_time:37200ms step_avg:142.53ms
step:272/5100 train_loss:5.0317 train_time:37345ms step_avg:142.54ms
step:273/5100 train_loss:5.1196 train_time:37490ms step_avg:142.55ms
step:274/5100 train_loss:4.8627 train_time:37634ms step_avg:142.55ms
step:275/5100 train_loss:4.9563 train_time:37776ms step_avg:142.55ms
step:276/5100 train_loss:5.0578 train_time:37920ms step_avg:142.56ms
step:277/5100 train_loss:4.9811 train_time:38064ms step_avg:142.56ms
step:278/5100 train_loss:4.9381 train_time:38205ms step_avg:142.56ms
step:279/5100 train_loss:4.9892 train_time:38350ms step_avg:142.57ms
step:280/5100 train_loss:5.0033 train_time:38490ms step_avg:142.56ms
step:281/5100 train_loss:4.9558 train_time:38631ms step_avg:142.55ms
step:282/5100 train_loss:4.9652 train_time:38770ms step_avg:142.54ms
step:283/5100 train_loss:4.8468 train_time:38915ms step_avg:142.55ms
step:284/5100 train_loss:4.9997 train_time:39063ms step_avg:142.57ms
step:285/5100 train_loss:4.9987 train_time:39204ms step_avg:142.56ms
step:286/5100 train_loss:4.9539 train_time:39349ms step_avg:142.57ms
step:287/5100 train_loss:5.0103 train_time:39490ms step_avg:142.56ms
step:288/5100 train_loss:4.9556 train_time:39632ms step_avg:142.56ms
step:289/5100 train_loss:4.9556 train_time:39774ms step_avg:142.56ms
step:290/5100 train_loss:4.8429 train_time:39921ms step_avg:142.57ms
step:291/5100 train_loss:5.0282 train_time:40066ms step_avg:142.58ms
step:292/5100 train_loss:4.8965 train_time:40208ms step_avg:142.58ms
